DocID,Title,Authors,Category
042340,Sermons of Christmas Evans,"Evans, Christmas, 1766-1838; Cross, Joseph, 1813-1893 [Translator]",B
042343,"Life and Times of David. Miscellaneous Writings of C. H. Mackintosh, vol. VI","Mackintosh, Charles Henry, 1820-1896",B
042348,The Spirit of the Links,"Leach, Henry, 1874-",G
042354,The Expositor's Bible: The First Epistle to the Corinthians,"Dods, Marcus, 1834-1909; Nicoll, W. Robertson (William Robertson), Sir, 1851-1923 [Editor]",B
042360,The Hart and the Water-Brooks: a practical exposition of the forty-second Psalm.,"Macduff, John R. (John Ross), 1818-1895",B
042363,Crimes of Charity,"Bercovici, Konrad, 1882-1961; Reed, John, 1887-1920 [Author of introduction, etc.]",H
042380,Primitive Man,"Figuier, Louis, 1819-1894",G
042434,The Religious Persecution in France 1900-1906,"Brodhead, J. Napier (Jane Napier)",B
042435,Alcohol and the Human Brain,"Cook, Joseph, 1838-1901; National Temperance Society and Publication House [Publisher]",H
042445,"The Expositor's Bible: The Psalms, Vol. 1
Psalms I.-XXXVIII.","Maclaren, Alexander, 1826-1910; Nicoll, W. Robertson (William Robertson), Sir, 1851-1923 [Editor]",B
042460,"The Truth of Christianity
Being an Examination of the More Important Arguments For and Against Believing in That Religion","Turton, W. H. (William Harry), 1856-1938",B
042466,"Facts and fancies in modern science
Studies of the relations of science to prevalent speculations and religious belief","Dawson, John William, Sir, 1820-1899",B
042474,"1000 Mythological Characters Briefly Described
Adapted to Private Schools, High Schools and Academies","Ellis, Edward Sylvester, 1840-1916",B
042488,"The Expositor's Bible: The Psalms, Vol. 2
Psalms XXXIX.-LXXXIX.","Maclaren, Alexander, 1826-1910; Nicoll, W. Robertson (William Robertson), Sir, 1851-1923 [Editor]",B
042514,Lectures on Bible Revision,"Newth, Samuel, 1821-1898",B
042518,Talks to Farmers,"Spurgeon, C. H. (Charles Haddon), 1834-1892",B
042549,Indoor and Outdoor Recreations for Girls,"Beard, Lina, 1852-1933; Beard, Adelia B. (Adelia Belle), 1857-1920",G
042550,Magic and Witchcraft,"Moir, George, 1800-1870",B
042551,"The History of the Great and Mighty Kingdom of China and the Situation Thereof, Volume 2 (of 2)","González de Mendoza, Juan, 1545-1618; Staunton, George Thomas, Sir, 1781-1859 [Editor]; Parke, Robert, active 1588 [Translator]",G
042557,"Letters of Samuel Rutherford
(Third Edition)","Rutherford, Samuel, 1600?-1661; Bonar, Andrew A. (Andrew Alexander), 1810-1892 [Editor]",B
042558,The Art of Illustration,"Spurgeon, C. H. (Charles Haddon), 1834-1892",B
042583,A History of Banks for Savings in Great Britain and Ireland,"Lewins, William",H
042587,The Grey Friars in Oxford,"Little, A. G. (Andrew George), 1863-1945",B
042589,"Homestead
A Complete History of the Struggle of July, 1892, between the Carnegie-Steel Company, Limited, and the Amalgamated Association of Iron and Steel Workers","Burgoyne, Arthur Gordon, -1914",H
042601,"The Expositor's Bible: The Prophecies of Jeremiah
With a Sketch of His Life and Times","Ball, C. J. (Charles James), 1851?-1924; Nicoll, W. Robertson (William Robertson), Sir, 1851-1923 [Editor]",B
042605,"A Sermon Preached in Christ Church, Hartford, January 29th, 1865
In Commemoration of the Rt. Rev. Thomas Church Brownell, D. D., LL. D., Third Bishop of Connecticut, and Presiding Bishop of the Protestant Episcopal Church in the United States by his Assistant and Successor","Williams, J. (John), 1817-1899",B
042614,English Monastic Life,"Gasquet, Francis Aidan, 1846-1929",B
042622,"The Book of Christmas
Descriptive of the Customs, Ceremonies, Traditions, Superstitions, Fun, Feeling, and Festivities of the Christmas Season","Hervey, Thomas K.; Seymour, R. [Illustrator]",G
042639,The Expositor's Bible: The Book of Numbers,"Watson, Robert A. (Robert Alexander), 1845-1921; Nicoll, W. Robertson (William Robertson), Sir, 1851-1923 [Editor]",B
042645,The Expositor's Bible: The Epistle to the Galatians,"Findlay, George G. (George Gillanders), 1849-1919",B
042657,Gleanings among the Sheaves,"Spurgeon, C. H. (Charles Haddon), 1834-1892",B
042661,"The Golden Bough: A Study in Magic and Religion (Third Edition, Vol. 09 of 12)","Frazer, James George, 1854-1941",B
042682,The Heritage of Dress: Being Notes on the History and Evolution of Clothes,"Webb, Wilfred Mark, 1868-1952",G
042708,"Woman under Monasticism
Chapters on Saint-Lore and Convent Life between A.D. 500 and A.D. 1500","Eckenstein, Lina, 1857-1931",B
042716,Recollections of a Long Life,"Stoughton, John, 1807-1897",B
042723,The Unmasking of Robert-Houdin,"Houdini, Harry, 1874-1926",G
042747,The Shinto Cult: A Christian Study of the Ancient Religion of Japan,"Terry, Milton Spenser, 1840-1914",B
042749,"Some Heroes of Travel
or, Chapters from the History of Geographical Discovery and Enterprise","Adams, W. H. Davenport (William Henry Davenport), 1828-1891",G
042753,The Expositor's Bible: The Epistles to the Thessalonians,"Denney, James, 1856-1917; Nicoll, W. Robertson (William Robertson), Sir, 1851-1923 [Editor]",B
042759,Distributive Justice: The Right and Wrong of Our Present Distribution of Wealth,"Ryan, John A. (John Augustine), 1869-1945",H
042760,The Myth in Marriage,"Hubbard, Alice, 1861-1915",H
042766,"Report of the Committee Appointed to Investigate the Railroad Riots in July, 1877
Read in the Senate and House of Representatives May 23, 1878","Pennsylvania. General Assembly. Committee Appointed to Investigate the Railroad Riots in July, 1877",H
042809,"A Treatise on the Incubus, or Night-Mare, Disturbed Sleep, Terrific Dreams and Nocturnal Visions","Waller, John Augustine",B
042830,"Chicago, Satan's Sanctum","Curon, L. O.",H
042843,"Life and Correspondence of David Hume, Volume 1","Burton, John Hill, 1809-1881; Hume, David, 1711-1776 [Contributor]",B
042844,"Life and Correspondence of David Hume, Volume 2","Burton, John Hill, 1809-1881; Hume, David, 1711-1776 [Contributor]",B
042860,"The Andes of Southern Peru
Geographical Reconnaissance along the Seventy-Third Meridian","Bowman, Isaiah, 1878-1950",G
042863,Bright Ideas for Entertaining,"Linscott, Herbert B., Mrs.",G
042865,English Conferences of Ernest Renan: Rome and Christianity. Marcus Aurelius,"Renan, Ernest, 1823-1892; Waters, Clara Erskine Clement, 1834-1916 [Translator]",B
042880,Philosophy and the Social Problem,"Durant, Will, 1885-1981",B
042889,The influence of the stars,"Baughan, Rosa",B
042891,The Expositor's Bible: The First Book of Kings,"Farrar, F. W. (Frederic William), 1831-1903; Nicoll, W. Robertson (William Robertson), Sir, 1851-1923 [Editor]",B
042913,Parenthood and Race Culture: An Outline of Eugenics,"Saleeby, C. W. (Caleb Williams), 1878-1940",H
042916,"Memoirs of Robert-Houdin, ambassador, author and conjurer","Robert-Houdin, Jean-Eugène, 1805-1871; Mackenzie, R. Shelton (Robert Shelton), 1809-1880 [Editor]",G
042921,"A World of Wonders, with Anecdotes and Opinions Concerning Popular Superstitions","Poyntz, Albany [Editor]",B
042930,"Plotinos: Complete Works, v. 1
In Chronological Order, Grouped in Four Periods","Plotinus, 205?-270; Guthrie, Kenneth Sylvan, 1871-1940 [Translator]",B
042931,"Plotinos: Complete Works, v. 2
In Chronological Order, Grouped in Four Periods","Plotinus, 205?-270; Guthrie, Kenneth Sylvan, 1871-1940 [Translator]",B
042932,"Plotinos: Complete Works, v. 3
In Chronological Order, Grouped in Four Periods","Plotinus, 205?-270; Guthrie, Kenneth Sylvan, 1871-1940 [Translator]",B
042933,"Plotinos: Complete Works, v. 4
In Chronological Order, Grouped in Four Periods","Plotinus, 205?-270; Guthrie, Kenneth Sylvan, 1871-1940 [Translator]",B
042945,The Lumberjack Sky Pilot,"Whittles, Thomas D. (Thomas Davis), 1873-",B
042950,"Prophetical, Educational and Playing Cards","Van Rensselaer, John King, Mrs., 1848-1925",G
042957,"Modern Skepticism
A Course of Lectures Delivered at the Request of the Christian Evidence Society","Ellicott, C. J. (Charles John), 1819-1905 [Contributor]; Harrowby, Dudley Ryder, Earl of, 1798-1882 [Author of introduction, etc.]; Christian Evidence Society [Other]",B
042964,Bible animals,"Wood, J. G. (John George), 1827-1889; Keyl, Friedrich Wilhelm, 1823-1871 [Illustrator]; Smith, E. A. (Edgar Albert), 1847-1916 [Illustrator]; Wood, T. W. (Thomas W.), 1839-1910? [Illustrator]",B
042968,The Riddle of the Universe at the close of the nineteenth century,"Haeckel, Ernst, 1834-1919; McCabe, Joseph, 1867-1955 [Translator]",B
042969,"St. Nicholas
His Legend and His Rôle in the Christmas Celebration and Other Popular Customs","McKnight, George Harley, 1871-1951",B
042981,"The Folk-Tales of the Magyars
Collected by Kriza, Erdélyi, Pap, and Others","Jones, W. Henry [Editor]; Erdélyi, János, 1814-1868 [Contributor]; Kriza, János, 1811-1875 [Contributor]; Pap, Gyula, 1843-1931 [Contributor]; Kropf, Lajos, 1852- [Editor]",G
042983,The History of the British Post Office,"Hemmeon, Joseph Clarence, 1880-",H
042984,"Not Paul, but Jesus","Bentham, Jeremy, 1748-1832; Crandall, John J., 1836-1922 [Editor]",B
042985,Social Problems in Porto Rico,"Fleagle, Fred K.",H
043002,The Church of Grasmere: A History,"Armitt, Mary L.; Rawnsley, W. F. (Willingham Franklin), 1845-1927 [Editor]; Sumner, Margaret L. [Illustrator]",B
043031,George Fox: An Autobiography,"Fox, George, 1624-1691; Jones, Rufus M. (Rufus Matthew), 1863-1948 [Editor]",B
043040,Consumers and Wage-Earners: The Ethics of Buying Cheap,"Ross, J. Elliot (John Elliot), 1884-1946",H
043049,"The Golden Bough: A Study in Magic and Religion (Third Edition, Vol. 10 of 12)","Frazer, James George, 1854-1941",B
043059,Rumanian Bird and Beast Stories Rendered into English,"Gaster, Moses, 1856-1939 [Translator]",G
043062,Theoretical Ethics,"Valentine, M. (Milton), 1825-1906",B
043064,The Criminal Imbecile: An Analysis of Three Remarkable Murder Cases,"Goddard, Henry Herbert, 1866-1957",H
043116,Lectures on the Philosophy of the Human Mind (Vol. 1 of 3),"Brown, Thomas, 1778-1820",B
043201,Multiplied Blessings: Eighteen Short Readings,"Hoare, Edward, 1812-1894",B
043202,"The Endowed Charities of Kensington: By Whom Bequeathed, and How Administered","Daniel, Edward Morton, 1848-",H
043205,Is the Devil a Myth?,"Wimberly, C. F. (Charles Franklin), 1866-1946",B
043206,"The Breaking Crucible, and Other Translations of German Hymns","Alexander, James W. (James Waddel), 1839-1915 [Translator]",B
043211,English Economic History: Select Documents,"Bland, Alfred Edward, 1881-1916 [Editor]; Brown, Philip Anthony, 1886-1915 [Compiler]; Tawney, R. H. (Richard Henry), 1880-1962 [Compiler]",H
043237,The Spirit Land,"Emmons, Samuel B. (Samuel Bulfinch)",B
043238,Princes and Poisoners: Studies of the Court of Louis XIV,"Funck-Brentano, Frantz, 1862-1947; Maidment, George [Translator]",H
043273,"Zen Buddhism, and Its Relation to Art","Waley, Arthur, 1889-1966",B
043296,A History of the Inquisition of Spain; vol. 1,"Lea, Henry Charles, 1825-1909",B
043302,"""The Kingdom of God Is Within You""
Christianity Not as a Mystic Religion but as a New Theory of Life","Tolstoy, Leo, graf, 1828-1910; Garnett, Constance, 1861-1946 [Translator]",B
043319,"The Symbolism of Churches and Church Ornaments
A Translation of the First Book of the Rationale Divinorum Officiorum","Durand, Guillaume, 1230?-1296; Neale, J. M. (John Mason), 1818-1866 [Translator]; Webb, Benjamin, 1819-1885 [Translator]",B
043328,"The Lost Faith, and Difficulties of the Bible, as Tested by the Laws of Evidence","Childs, Thomas S. (Thomas Spencer), 1825-1914",B
043345,"The Other World; or, Glimpses of the Supernatural (Vol. 1 of 2)
Being Facts, Records, and Traditions Relating to Dreams, Omens, Miraculous Occurrences, Apparitions, Wraiths, Warnings, Second-sight, Witchcraft, Necromancy, etc.","Lee, Frederick George, 1832-1902 [Editor]",B
043346,"The Other World; or, Glimpses of the Supernatural (Vol. 2 of 2)
Being Facts, Records, and Traditions Relating to Dreams, Omens, Miraculous Occurrences, Apparitions, Wraiths, Warnings, Second-sight, Witchcraft, Necromancy, etc.","Lee, Frederick George, 1832-1902 [Editor]",B
043359,Human Intercourse,"Hamerton, Philip Gilbert, 1834-1894",B
043373,He's Coming To-Morrow,"Stowe, Harriet Beecher, 1811-1896",B
043377,Leather: From the Raw Material to the Finished Product,"Adcock, K. J.",H
043379,"Hands Up; or, Thirty-Five Years of Detective Life in the Mountains and on the Plains
Reminiscences by General D. J. Cook, Chief of the Rocky Mountains Detective Association","Cook, D. J.‏ ‎(David J.), 1840-1907",H
043387,Little Foxes: Stories for Boys and Girls,"Henry, E. A.",B
043405,Ethics and Modern Thought: A Theory of Their Relations,"Eucken, Rudolf, 1846-1926; Seydewitz, Margaret von [Translator]",B
043409,The Kingdom of God is Within You; What is Art?,"Tolstoy, Leo, graf, 1828-1910; Delano, Aline, 1845- [Translator]",B
043433,"The Golden Bough: A Study in Magic and Religion (Third Edition, Vol. 11 of 12)","Frazer, James George, 1854-1941",B
043439,Short Studies in Ethics: An Elementary Text-Book for Schools,"Miller, John Ormsby, 1861-",B
043448,Second Annual Report of the Kensington Church of England District Visiting Society (1846),Anonymous,B
043461,"Ninth annual report of the St. Mary Abbott's, Kensington, Church of England District Visiting Society
with some account of the different societies subordinate or affiliated to it",Anonymous,B
043464,"Lay Help the Church's Present Need
A Paper read at St. Mary's Schools, West Brompton","Baird, William, -1875",B
043466,Not Guilty: A Defence of the Bottom Dog,"Blatchford, Robert, 1851-1943",H
043472,English Poor Law Policy,"Webb, Sidney, 1859-1947; Webb, Beatrice, 1858-1943",H
043483,"Cruise of the 'Alert'
Four Years in Patagonian, Polynesian, and Mascarene Waters (1878-82)","Coppinger, R. W. (Richard William)",G
043484,Beauty and the Beast: An Essay in Evolutionary Aesthetic,"McDowall, Stewart Andrew, 1882-1935",B
043494,Congregationalism in the Court Suburb,"Stoughton, John, 1807-1897",B
043503,The Origin of Paul's Religion,"Machen, J. Gresham (John Gresham), 1881-1937",B
043505,"A Century of Christian Service: Kensington Congregational Church, 1793-1893","Horne, C. Silvester (Charles Silvester), 1865-1914",B
043510,The Ethnology of Europe,"Latham, R. G. (Robert Gordon), 1812-1888",G
043514,Chinese Diamonds for the King of Kings,"Goforth, Rosalind, 1864-1942",B
043516,Making a Tennis Court,"Walsh, George E.",G
043533,A Brief Bible History: A Survey of the Old and New Testaments,"Boyd, James Oscar, 1874-1947; Machen, J. Gresham (John Gresham), 1881-1937",B
043543,"Adventures in the Moon, and Other Worlds","Russell, John Russell, Earl, 1792-1878",H
043544,"The philosophy of life, and philosophy of language, in a course of lectures","Schlegel, Friedrich von, 1772-1829; Morrison, A. J. W. (Alexander James William), 1806-1865 [Translator]",B
043548,The Illustrated Key to the Tarot: The Veil of Divination,"De Laurence, L. W. (Lauron William), 1868-1936; Smith, Pamela Colman, 1878-1951 [Illustrator]",B
043550,"The Bible of Bibles; Or, Twenty-Seven ""Divine"" Revelations","Graves, Kersey, 1813-1883; Graves, Lydia M.",B
043572,A Commentary to Kant's 'Critique of Pure Reason',"Smith, Norman Kemp, 1872-1958",B
043598,"The Fruits of Victory
A Sequel to The Great Illusion","Angell, Norman, 1874-1967",H
043605,"The Golden Bough: A Study in Magic and Religion (Third Edition, Vol. 05 of 12)","Frazer, James George, 1854-1941",B
043608,"The Great Frozen Sea: A Personal Narrative of the Voyage of the ""Alert""","Markham, Albert Hastings, Sir, 1841-1918",G
043618,Human Life,"Knight, Sherwood Sweet, 1876-",B
043625,"The Survey, Volume 30, Number 1, April 5, 1913","Various; Kellogg, Paul Underwood, 1879-1958 [Editor]",H
043630,Pagan Origin of Partialist Doctrines,"Pitrat, John Claudius",B
043631,"The Vice Bondage of a Great City; or, the Wickedest City in the World","Harland, Robert O.",H
043651,Irish Witchcraft and Demonology,"Seymour, St. John D. (St. John Drelincourt), 1880-1950",B
043657,"The College, the Market, and the Court
or, Woman's relation to education, labor and law","Dall, Caroline Wells Healey, 1822-1912",H
043662,Myths and Legends of Ancient Egypt,"Spence, Lewis, 1874-1955; Paul, Evelyn, 1883-1963 [Illustrator]",B
043663,A Simple Explanation of Modern Banking Customs,"Robinson, Humphrey; Harris, Willis Overton, 1847-1911 [Editor]",H
043667,Extracts Relating to Mediaeval Markets and Fairs in England,"Douglas-Irvine, Helen, 1880-1947",H
043672,"The Expositor's Bible: The Book of Isaiah, Volume 2 (of 2)","Smith, George Adam, 1856-1942; Nicoll, W. Robertson (William Robertson), Sir, 1851-1923 [Editor]",B
043681,"The Popular Religion and Folk-Lore of Northern India, Vol. 1 (of 2)","Crooke, William, 1848-1923",B
043682,"The Popular Religion and Folk-Lore of Northern India, Vol. 2 (of 2)","Crooke, William, 1848-1923",B
043685,The Literature and History of New Testament Times,"Machen, J. Gresham (John Gresham), 1881-1937",B
043719,Life's Basis and Life's Ideal: The Fundamentals of a New Philosophy of Life,"Eucken, Rudolf, 1846-1926; Widgery, Alban G. (Alban Gregory), 1887-1968 [Translator]",B
043728,Natural Man,"Moss, Arthur B., 1855-",B
043735,"The Oxford Reformers: John Colet, Erasmus, and Thomas More","Seebohm, Frederic, 1833-1912",B
043745,"With the World's Great Travellers, Volume 4","Morris, Charles, 1833-1922 [Editor]; Leigh, Oliver Herbrand Gordon [Editor]",G
043750,Ancient Man in Britain,"Mackenzie, Donald A. (Donald Alexander), 1873-1936",G
043755,Bashfulness Cured: Ease and Elegance of Manner Quickly Gained,Anonymous,B
043757,"Seductio Ad Absurdum
The Principles & Practices of Seduction, A Beginner's Handbook","Hahn, Emily, 1905-1997",H
043794,My Religion,"Tolstoy, Leo, graf, 1828-1910; Smith, Huntington, 1857-1926 [Translator]",B
043800,"A Christian Directory, Part 2: Christian Economics","Baxter, Richard, 1615-1691",B
043813,Myths and Dreams,"Clodd, Edward, 1840-1930",B
043820,"Men of the Old Stone Age: Their Environment, Life and Art","Osborn, Henry Fairfield, 1857-1935",G
043826,The Story of the Hills: A Book About Mountains for General Readers.,"Hutchinson, H. N. (Henry Neville), 1856-1927",G
043840,Poison Romance and Poison Mysteries,"Thompson, C. J. S. (Charles John Samuel), 1862-1943",H
043847,"The Expositor's Bible: The Book of the Twelve Prophets, Vol. 1
Commonly Called the Minor","Smith, George Adam, 1856-1942; Nicoll, W. Robertson (William Robertson), Sir, 1851-1923 [Editor]",B
043855,"Franklin's Way to Wealth; or, ""Poor Richard Improved""","Franklin, Benjamin, 1706-1790",H
043870,"The American Missionary — Volume 39, No. 11, November, 1885",Various,B
043896,"Church and Nation
The Bishop Paddock Lectures for 1914-15","Temple, William, 1881-1944",B
043927,"A Sermon Delivered before His Excellency Levi Lincoln, Governor, His Honor Thomas L. Winthrop, Lieutenant Governor, the Hon. Council, the Senate, and House of Representatives of the Commonwealth of Massachusetts, on the day of General Election, May 28, 1828","Walker, James, 1794-1874",B
043947,Comparative Religion,"Carpenter, J. Estlin (Joseph Estlin), 1844-1927",B
043954,Practical Psychomancy and Crystal Gazing,"Atkinson, William Walker, 1862-1932",B
043959,"The Arctic Whaleman; or, Winter in the Arctic Ocean","Holmes, Lewis",G
043966,Witchcraft and Superstitious Record in the South-Western District of Scotland,"Wood, J. Maxwell (John Maxwell), -1925; Copland, John [Illustrator]",B
043967,"A Christian Directory, Part 4: Christian Politics","Baxter, Richard, 1615-1691",B
043973,"Visions and Beliefs in the West of Ireland, First Series","Gregory, Lady, 1852-1932 [Compiler]; Yeats, W. B. (William Butler), 1865-1939 [Annotator]",G
043974,"Visions and Beliefs in the West of Ireland, Second Series","Gregory, Lady, 1852-1932 [Compiler]; Yeats, W. B. (William Butler), 1865-1939 [Annotator]",G
043986,The Criminal & the Community,"Devon, James",H
043990,A History of the Inquisition of Spain; vol. 2,"Lea, Henry Charles, 1825-1909",B
044016,"The White Spark
A New Book, Giving Out a New Philosophy and the Mysteries of the Universe. The Handbook of the Millennium and the New Dispensation","Leach, Orville Livingston",B
044027,"The Expositor's Bible: The Psalms, Vol. 3
Psalms XC.-CL.","Maclaren, Alexander, 1826-1910; Nicoll, W. Robertson (William Robertson), Sir, 1851-1923 [Editor]",B
044029,"Mind and Body; or, Mental States and Physical Conditions","Atkinson, William Walker, 1862-1932",B
044035,Systematic Theology (Volume 1 of 3),"Strong, Augustus Hopkins, 1836-1921",B
044039,"Hymns of the Early Church
being translations from the poetry of the Latin church, arranged in the order of the Christian year","Brownlie, John, 1857-1925",B
044052,Profitable Stock Exchange Investments,Henry Voorce Brandenburg & Co.,H
044053,Sermons: Selected from the Papers of the Late Rev. Clement Bailhache,"Bailhache, Clement, 1830-1878; Barnett, J. P. (John Pyer) [Editor]",B
044071,"The Sin and Danger of Self-Love
Described by a Sermon Preached At Plymouth, in New-England, 1621","Cushman, Robert, 1579?-1625",B
044073,"The Aquarian Gospel of Jesus the Christ
The Philosophic and Practical Basis of the Religion of the Aquarian Age of the World and of The Church Universal","Levi, 1844-1911",B
044085,"Psychoanalysis, Sleep and Dreams","Tridon, André, 1877-1922",B
044094,Civilisation: Its Cause and Cure; and Other Essays,"Carpenter, Edward, 1844-1929",H
044103,The Expositor's Bible: The Book of Daniel,"Farrar, F. W. (Frederic William), 1831-1903",B
044119,"Jesus, The Messiah; or, the Old Testament Prophecies Fulfilled in the New Testament Scriptures, by a Lady",Anonymous,B
044122,Silver Chimes in Syria: Glimpses of a Missionary's Experiences,"Nelson, William S.",B
044134,The Origin of the Werewolf Superstition,"Stewart, Caroline Taylor",G
044140,"George Whitefield: A Biography, with special reference to his labors in America","Belcher, Joseph, 1794-1859",B
044144,Protection and Communism,"Bastiat, Frédéric, 1801-1850",H
044145,Economic Sophisms,"Bastiat, Frédéric, 1801-1850; Stirling, Patrick James, 1809-1891 [Translator]",H
044164,Criminal Types,"Masten, V. M. (Vincent Myron)",H
044171,The Postal System of the United States and the New York General Post Office,"Jefferies, Thomas C.",H
044175,Nautical Charts,"Putnam, G. R. (George Rockwell), 1865-",G
044177,The Myths and Fables of To-Day,"Drake, Samuel Adams, 1833-1905; Merrill, Frank T., 1848-1923 [Illustrator]",B
044202,The Red Cross in Peace and War,"Barton, Clara, 1821-1912",H
044209,A History of the Inquisition of Spain; vol. 4,"Lea, Henry Charles, 1825-1909",B
044214,"Proceedings, Third National Conference Workmen's Compensation for Industrial Accidents",National Conference on Workmen's Compensation for Industrial Accidents,H
044215,The Book of Camp-Lore and Woodcraft,"Beard, Daniel Carter, 1850-1941",G
044230,On Yachts and Yacht Handling,"Day, Thomas Fleming, 1861-1927",G
044231,"The Miraculous Medal: Its Origin, History, Circulation, Results","Aladel, Jean-Marie, 1800-1865",B
044273,Woman in Prison,"Woods, Caroline H.",H
044274,My Adventures with Your Money,"Rice, George Graham",H
044280,"The Life of the Rev. George Whitefield, Volume 1 (of 2)","Tyerman, L. (Luke), 1820?-1889",B
044282,"The Life and Adventures of Ben Hogan, the Wickedest Man in the World","Hogan, Ben (Benedict), 1841?-; Trainer, George Francis [Editor]",B
044291,The Potter and the Clay,"Winnington Ingram, Arthur F. (Arthur Foley), 1858-1946",B
044331,Prehistoric man,"Duckworth, W. L. H. (Wynfrid Laurence Henry), 1870-1956",G
044349,"Hours with the Ghosts or, Nineteenth Century Witchcraft
Illustrated Investigations into the Phenomena of Spiritualism and Theosophy","Evans, Henry Ridgely, 1861-1949",B
044379,A History of Mourning,"Davey, Richard, 1848-1915",G
044388,The Science and Philosophy of the Organism,"Driesch, Hans, 1867-1941",B
044396,Child Labor in City Streets,"Clopper, Edward Nicholas, 1879-1953",H
044397,Haunted Places in England,"O'Donnell, Elliott, 1872-1965",B
044410,"Constitutional History of England, Henry VII to George II. Volume 3 of 3","Hallam, Henry, 1777-1859",J
044411,"The World's Great Sermons, Volume 04: L. Beecher to Bushnell","Kleiser, Grenville, 1868-1953 [Editor]",B
044412,The Devil in Britain and America,"Ashton, John, 1834-1911",B
044413,The Sea Rovers,"Wilson, Rufus Rockwell, 1865-1949; Fratz, May [Illustrator]",G
044415,"Robber and hero: the story of the raid on the First National Bank of Northfield, Minnesota, by the James-Younger band of robbers, in 1876.","Huntington, George, 1835-1916",H
044420,"The World's Great Sermons, Volume 05: Guthrie to Mozley","Kleiser, Grenville, 1868-1953 [Editor]",B
044439,"The World's Great Sermons, Volume 06: H. W. Beecher to Punshon","Kleiser, Grenville, 1868-1953 [Editor]",B
044440,Mother Nature's Toy-Shop,"Beard, Lina, 1852-1933; Beard, Adelia B. (Adelia Belle), 1857-1920",G
044441,"The World's Great Sermons, Volume 07: Hale to Farrar","Kleiser, Grenville, 1868-1953 [Editor]",B
044450,"The World's Great Sermons, Volume 09: Cuyler to Van Dyke","Kleiser, Grenville, 1868-1953 [Editor]",B
044469,"The Sheepfold and the Common; Or, Within and Without. Vol. 1 (of 2)","East, Timothy",B
044471,"Life Aboard a British Privateer in the Time of Queen Anne
Being the Journal of Captain Woodes Rogers, Master Mariner","Rogers, Woodes, -1732; Leslie, Robert C. (Robert Charles), 1826-1901 [Editor]",G
044476,"Satan's Invisible World Displayed; or, Despairing Democracy
A Study of Greater New York","Stead, W. T. (William Thomas), 1849-1912",H
044480,"The Loss of the Australia
A narrative of the loss of the brig Australia by fire on her voyage from Leith to Sydney","Yule, Adam; M'Gavin, James R. [Editor]",G
044481,The home: its work and influence,"Gilman, Charlotte Perkins, 1860-1935",H
044500,The Criminal,"Ellis, Havelock, 1859-1939",H
044515,Selections from the Kur-an,"Lane, Edward William, 1801-1876 [Editor]; Lane-Poole, Stanley, 1854-1931 [Author of introduction, etc.]",B
044531,The Boyhood of Jesus,Anonymous,B
044536,Georgian Folk Tales,"Wardrop, Marjory Scott, 1869-1909 [Translator]",G
044552,Science and the Criminal,"Mitchell, C. Ainsworth (Charles Ainsworth), 1867-",H
044555,Systematic Theology (Volume 2 of 3),"Strong, Augustus Hopkins, 1836-1921",B
044570,"The Sunshade, the Glove, the Muff","Uzanne, Octave, 1851-1931; Avril, Paul, 1849-1928 [Illustrator]",G
044605,Man and His Migrations,"Latham, R. G. (Robert Gordon), 1812-1888",G
044607,Buddhism in the Modern World,"Saunders, Kenneth J. (Kenneth James), 1883-1937",B
044619,The Expositor's Bible: The Second Book of Samuel,"Blaikie, William Garden, 1820-1899; Nicoll, W. Robertson (William Robertson), Sir, 1851-1923 [Editor]",B
044623,The Golf Courses of the British Isles,"Darwin, Bernard, 1876-1961; Rountree, Harry, 1878- [Illustrator]",G
044625,True Ghost Stories,"Carrington, Hereward, 1880-1959",B
044636,"The Mosaic History of the Creation of the World
Illustrated by Discoveries and Experiments Derived from the Present Enlightened State of Science; With Reflections, Intended to Promote Vital and Practical Religion","Wood, Thomas, -1826; Durbin, John P. (John Price), 1800-1876 [Editor]",B
044644,Philosophy of the Plan of Salvation: A Book for the Times,"Walker, James B. (James Barr), 1805-1887",B
044655,"A Christian Directory, Part 3: Christian Ecclesiastics","Baxter, Richard, 1615-1691",B
044678,The Penitente Moradas of Abiquiú,"Ahlborn, Richard E., 1933-2015",B
044685,"Story of the Bible Animals
A Description of the Habits and Uses of every living Creature mentioned in the Scriptures, with Explanation of Passages in the Old and New Testament in which Reference is made to them","Wood, J. G. (John George), 1827-1889",B
044728,Kinship and Social Organisation,"Rivers, W. H. R. (William Halse Rivers), 1864-1922",G
044746,"Household stories from the Land of Hofer; or, Popular Myths of Tirol","Busk, Rachel Harriette, 1831-1907",G
044754,A Manual for Teaching Biblical History,"Kohn, Eugene, 1887-",B
044755,Eighteen Months' Imprisonment,"Shaw, Donald, late captain; Mackay, Wallis [Illustrator]",H
044769,"The Sheepfold and the Common; Or, Within and Without. Vol. 2 (of 2)","East, Timothy",B
044772,"The Golden Bough: A Study in Magic and Religion (Third Edition, Vol. 12 of 12)","Frazer, James George, 1854-1941",B
044779,"Strange Teas, Dinners, Weddings and Fetes",Various,G
044787,A Vindication of the Presbyteriall-Government and Ministry,Ministers and Elders of the London Provinciall Assembly,B
